PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Voter_Information_Pamphlet
6,Miscellaneous Officers and Employees,November,5,1940,11/05/1940 12:00:00 AM,The Board of Supervisors shall have the power to provide retirement benefits for persons who become employees of the City and County of San Francisco under any lease entered into between the City and County and the Pacific Gas & Electric Company.,P,112531,71166,0.61,0.39,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf
7,Public Utilities Employees,November,5,1940,11/05/1940 12:00:00 AM,Civil Service status shall be granted to all persons employed in the operating service of any public utility.,P,112632,71914,0.61,0.39,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf
8,Health Service System,November,5,1940,11/05/1940 12:00:00 AM,Relating to the Health Service System by providing for appeals to the Retirement Board from rulings of the Health Service Board.,P,118979,63644,0.65,0.35,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf
1,Electrical Distribution,November,4,1941,11/04/1941 12:00:00 AM,"Authorizing the acquisition of an electric distribution system for the purpose of distributing electricity directly to the people through the issuance of revenue bonds in the amount of $66,500,000 payable only out of the revenues of the system thus to be acquired.",F,67214,114879,0.37,0.63,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1941.pdf
2,Assessor's Election,November,4,1941,11/04/1941 12:00:00 AM,"Changing the time of the election of the Assessor from the General Municipal Election in 1943 to the General Election in 1942, and at every fourth year thereafter.",P,101895,52594,0.66,0.34,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1941.pdf
1,Waterworks System,June,9,1942,06/09/1942 12:00:00 AM,"Shall the City and County of San Francisco incur a bonded indebtedness in the principal amount of $1,250,000 for the acquisition, construction and completion of the following municipal improvement: Improvement of the present waterworks system by the construction of an auxiliary pumping plant at Lake Merced, together with machinery, pumps, pipe lines, mains, hydrants, storage facilities, reservoirs, lands, rights of way, equipment, and other works, property or structures necessary or convenient for improving and augmenting the existing water supply of the City and County of San Francisco?",P,115479,21071,0.85,0.16,66 2/3%,Bond Issue,NA,https://webbie1.sfpl.org/multimedia/pdf/elections/June9_1942.pdf
2,Fire Protection,June,9,1942,06/09/1942 12:00:00 AM,"Shall the City and County of San Francisco incur a bonded indebtedness in the principal amount of $3,000,000 for the acquisition, construction and completion of the following municipal improvement: Additional fire protection equipment and fire fighting apparatus, including pumping units, trucks and mechanized equipment, fire hose and fire fighting facilities and equipment, additions and extensions to the fire alarm system, and all other works, property or structures necessary or convenient for additional fire protection for the City and County of San Francisco?",P,117555,18815,0.86,0.14,66 2/3%,Bond Issue,NA,https://webbie1.sfpl.org/multimedia/pdf/elections/June9_1942.pdf
26,Market Street Railway Purchase,November,3,1942,11/03/1942 12:00:00 AM,"Provides for purchase of operative properties of  the Market Street Railway for $7,950,000, to be financed by issuance of revenue bonds.",F,96003,102081,0.48,0.52,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
27,Rotation of Candidate's Names on Ballot,November,3,1942,11/03/1942 12:00:00 AM,Provides for arrangement of candidates' names and descriptive designation on ballot and for rotation of their order by assembly districts.,P,104846,37749,0.74,0.27,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
28,Fire and Police Department Salaries,November,3,1942,11/03/1942 12:00:00 AM,"Fixes the rates of pay, on graduated scale on basis of service, of members of the Fire and Police Departments.",P,114564,62595,0.65,0.35,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
30,Superintendent of Schools,November,3,1942,11/03/1942 12:00:00 AM,"Provides for four-year term for Superintendent of Schools, for method of appointment, suspension and removal.  Limits minimum salary.  Does not affect incumbent.",P,95857,45503,0.68,0.32,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
31,Health Service,November,3,1942,11/03/1942 12:00:00 AM,"Provides employees, excepting Medical Director, of the Health Service System shall be subject to the civil service provisions of the Charter and restricts salaries to regular City standards.",P,78858,72618,0.52,0.48,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
32,Salvage Corps,November,3,1942,11/03/1942 12:00:00 AM,Provides for acquisition and operation of facilities and operating force of Underwriter's Fire Patrol as a division of the Fire Department.  Extends civil service to employees.,P,94271,50356,0.65,0.35,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
33,Leaves of Absence,November,3,1942,11/03/1942 12:00:00 AM,Provides for leaves of absence to city employees engaging in war defense work.  Protects their retirement rights.,P,117565,41472,0.73,0.26,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
34,Standardization of Compensations,November,3,1942,11/03/1942 12:00:00 AM,"Provides periodic standardization of pay of all city employments at one time after comprehensive survey of private and government employments.  Requires $12,5000 revolving survey fund annually replenished.",P,83241,58945,0.59,0.42,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
35,Limited Tenure Appointments,November,3,1942,11/03/1942 12:00:00 AM,"Provides for informal, non-competitive tests for city employment during war-time.  Limits tenure of such employments for duration of war and six months thereafter.",P,92180,45046,0.67,0.33,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
36,Legion of Honor and De Young Museum,November,3,1942,11/03/1942 12:00:00 AM,"Provides employees shall be subject to civil service and salary standardization provisions of Charter.  Director, Curators, Secretaries remain appointive.",P,95084,51008,0.65,0.35,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
37,Recreation Commission,November,3,1942,11/03/1942 12:00:00 AM,Defines and specifies duties and powers of Recreation Commission.,P,86512,44101,0.66,0.34,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
38,Street Car Service,November,3,1942,11/03/1942 12:00:00 AM,"Provides that after merger of street railway systems, street car or other transportation service may be abandoned by Public Utilities Commission unless, after public hearing, nine Supervisors object.",P,75102,68724,0.52,0.48,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
39,Board of Supervisors,November,3,1942,11/03/1942 12:00:00 AM,"Provides Board of Supervisors may provide medical care, hospitalization, and compensation for civilian defense workers injured on duty.",P,112120,39550,0.74,0.26,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1942.pdf
1,Market Street Railway Purchase,April,20,1943,04/20/1943 12:00:00 AM,"Provides for purchase of operative properties of Market Street Railway for $7,950,000, to be financed by issuance of revenue bonds.",F,53619,88418,0.38,0.62,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/April20_1943.pdf
1,Fire Department,November,2,1943,11/02/1943 12:00:00 AM,"Designating Fire Department members, prescribing their contributions, conditions of retirement and pensions they will receive.",F,63016,95671,0.4,0.6,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1943.pdf
2,Sewer Construction and Reconstruction,November,2,1943,11/02/1943 12:00:00 AM,"The tax levy for sewer construction and reconstruction shall be not less than ten cents, from 1944 to 1954, inclusive.",F,75544,76383,0.5,0.5,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1943.pdf
4,Police Department,November,2,1943,11/02/1943 12:00:00 AM,Fixes salary of Captain of Traffic at $5390 per year.,F,38230,116450,0.25,0.75,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1943.pdf
5,Continuous Service,November,2,1943,11/02/1943 12:00:00 AM,Requires City to make contributions to Retirement System for city employees engaged in armed services.,P,76219,73982,0.51,0.49,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1943.pdf
6,Recreation Department,November,2,1943,11/02/1943 12:00:00 AM,Fixes four years as the term of office of each commissioner of Recreation Department.,F,69959,74171,0.49,0.52,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1943.pdf
7,Reward for Apprehension of Felons,November,2,1943,11/02/1943 12:00:00 AM,Authorizes Board of Supervisors to offer rewards for apprehension and conviction of felons.,F,61162,84106,0.42,0.58,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1943.pdf
8,One-Man Car Operation,November,2,1943,11/02/1943 12:00:00 AM,"Permits operation of electric streetcars by one person, on designated streets excepting Market Street, for duration of war.",F,33683,143418,0.19,0.81,50%+1,Ordinance,NA,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1943.pdf
3,Withdrawn,November,2,1943,11/03/1943 12:00:00 AM,Withdrawn,Not Available in Public Library's official records,,,,,,NA,NA,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1943.pdf
2,Military Leaves of Absence,May,16,1944,05/16/1944 12:00:00 AM,"Defines military leaves for civil service employees; maintains their status from September 16, 1940, until peace proclamation and for two years thereafter.",P,108621,84078,0.56,0.44,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/May16_1944.pdf
7,"Juvenile Court and Detention Home Bonds, $2,750,000",June,1,1948,06/01/1948 12:00:00 AM,"To incur a bonded indebtedness of $2,750,000 for a Juvenile Home and court rooms.",P,165274,59523,0.74,0.27,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June1_1948.pdf
3,Transfer of Disabled Employees,May,16,1944,05/16/1944 12:00:00 AM,"Permits re-classification of civil service employees of advanced age or disabled through service in armed forces, and limiting salaries.",P,132049,36210,0.78,0.22,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/May16_1944.pdf
4,Fire Department and Salvage Corps Salaries,May,16,1944,05/16/1944 12:00:00 AM,Increases $25 per month salaries of uniformed members of Fire Department and Salvage Corps during war and six months thereafter.,P,129201,37587,0.77,0.23,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/May16_1944.pdf
5,Members of Fire Department Permitted to Work on Days Off,May,16,1944,05/16/1944 12:00:00 AM,"Permits members of Fire Department to work on their days off, during their two weeks vacation and to be compensated therefor.",P,92063,79026,0.54,0.46,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/May16_1944.pdf
6,"Police Department-Basic Work Week, Payment for Excess Services",May,16,1944,05/16/1944 12:00:00 AM,Establishes 48 hour basic week for service of members of Police Department and payment of services in excess thereof.,P,113696,58137,0.66,0.34,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/May16_1944.pdf
